Date, Open, High, Low, Close, Volume
03/02/23, 6300, 6350, 6250, 6250, 9675100
03/01/23, 6475, 6500, 6275, 6275, 14766000
02/28/23, 6600, 6600, 6475, 6475, 15811400
02/27/23, 6575, 6600, 6525, 6600, 5480900
02/24/23, 6575, 6625, 6550, 6575, 3324000
02/23/23, 6600, 6625, 6550, 6575, 4019400
02/22/23, 6525, 6600, 6525, 6600, 4014100
02/21/23, 6600, 6625, 6525, 6525, 6341600
02/20/23, 6550, 6625, 6550, 6625, 4762700
02/17/23, 6600, 6600, 6500, 6600, 9856000
02/16/23, 6675, 6675, 6600, 6600, 5563900
02/15/23, 6700, 6750, 6600, 6675, 8822200
02/14/23, 6725, 6800, 6700, 6750, 4041000
02/13/23, 6850, 6875, 6725, 6725, 5154900
02/10/23, 6775, 6900, 6700, 6900, 6431600
02/09/23, 6800, 6825, 6750, 6775, 3702600
02/08/23, 6700, 6800, 6675, 6800, 6700000
02/07/23, 6675, 6700, 6625, 6675, 3099300
02/06/23, 6700, 6725, 6600, 6675, 5734700
02/03/23, 6625, 6725, 6600, 6700, 7044600
02/02/23, 6650, 6675, 6575, 6600, 10456900
02/01/23, 6700, 6725, 6625, 6650, 6702700
01/31/23, 6800, 6850, 6650, 6725, 10682600
01/30/23, 6700, 6800, 6675, 6800, 6874400
01/27/23, 6700, 6775, 6675, 6700, 9350200
01/26/23, 6800, 6850, 6700, 6700, 7866800
01/25/23, 6925, 6950, 6800, 6800, 3348800
01/24/23, 6875, 6925, 6825, 6925, 2471600
01/20/23, 6875, 6900, 6775, 6875, 7494900
01/19/23, 6900, 6950, 6850, 6875, 4582300
01/18/23, 6825, 6950, 6800, 6950, 8657000
01/17/23, 6725, 6875, 6700, 6825, 10513800
01/16/23, 6675, 6725, 6625, 6700, 4935300
01/13/23, 6625, 6700, 6500, 6700, 10145600
01/12/23, 6675, 6700, 6600, 6625, 4894700
01/11/23, 6675, 6725, 6525, 6675, 10298800
01/10/23, 6900, 6900, 6600, 6675, 13272300
01/09/23, 6950, 7000, 6800, 6950, 6663000
01/06/23, 6850, 6950, 6725, 6950, 6807500
01/05/23, 6875, 6875, 6775, 6850, 7888600
01/04/23, 6750, 6925, 6750, 6850, 5506700
01/03/23, 6750, 6850, 6750, 6750, 3939000
01/02/23, 6725, 6825, 6725, 6775, 1995500
12/30/22, 6800, 6800, 6700, 6725, 3503600
12/29/22, 6700, 6800, 6700, 6800, 4037800
